reservation_id,client_id,destination,booking_date,travel_date,duration_nights,n_travelers,price_per_night,total_price,nationality,client_age
RES008708,CLI01107,Agadir,2025-03-06,2025-03-24,5,2,229.46,1319.39,France,28
RES013132,CLI00927,Marrakech,2025-03-06,2025-05-21,5,2,771.8,4437.85,Espagne,38
RES009475,CLI00542,Marrakech,2025-03-06,2025-03-27,3,3,534.02,2082.68,Royaume-Uni,55
RES000900,CLI04618,Marrakech,2025-03-06,2025-03-30,3,2,719.98,2483.93,Royaume-Uni,51
RES021004,CLI05700,Chefchaouen,2025-03-06,2025-03-07,10,2,148.75,1710.62,Maroc,46
RES009406,CLI00290,Fes,2025-03-06,2025-05-06,5,6,671.64,5876.85,France,19
RES007763,CLI02733,Fes,2025-03-06,2025-04-11,3,2,586.25,2022.56,Belgique,50
RES021744,CLI08053,Tanger,2025-03-06,2025-04-20,4,2,132.82,610.97,Espagne,31
RES010039,CLI06673,Marrakech,2025-03-06,2025-03-16,3,5,650.89,3124.27,Allemagne,33
RES015614,CLI03760,Marrakech,2025-03-06,2025-09-02,5,5,659.44,5275.52,Maroc,36
RES019464,CLI00526,Marrakech,2025-03-06,2025-05-14,5,3,835.14,5428.41,Allemagne,18
RES015988,CLI01801,Agadir,2025-03-06,2025-04-01,3,1,191.33,573.99,Allemagne,28
RES010776,CLI06839,Agadir,2025-03-06,2025-04-03,7,2,156.72,1261.6,Maroc,40
RES016151,CLI02137,Agadir,2025-03-06,2025-03-11,6,4,155.0,1348.5,France,38
RES022480,CLI03110,Fes,2025-03-06,2025-03-26,4,2,458.75,2110.25,Autre,36
RES011459,CLI01032,Chefchaouen,2025-03-06,2025-03-27,7,2,166.8,1342.74,Espagne,33
RES024000,CLI02445,Agadir,2025-03-06,2025-06-25,1,5,654.28,1046.85,Maroc,50
RES001504,CLI07272,Marrakech,2025-03-07,2025-03-10,2,4,617.88,1791.85,Allemagne,20
RES003438,CLI05028,Marrakech,2025-03-07,2025-03-29,2,2,722.03,1660.67,Maroc,51
RES016035,CLI05919,Fes,2025-03-07,2025-04-01,8,1,612.67,4901.36,Maroc,47
RES003865,CLI03559,Fes,2025-03-07,2025-04-16,3,4,464.68,2021.36,France,26
RES023617,CLI06948,Fes,2025-03-07,2025-03-14,3,5,590.15,2832.72,France,43
RES023109,CLI06184,Marrakech,2025-03-07,2025-05-24,3,4,780.01,3393.04,France,23
RES016148,CLI03202,Marrakech,2025-03-07,2025-05-13,6,4,775.97,6750.94,Allemagne,44
RES005129,CLI06355,Fes,2025-03-07,2025-03-08,6,4,326.23,2838.2,France,19
RES005553,CLI05374,Marrakech,2025-03-07,2025-03-23,6,3,699.12,5453.14,Belgique,47
RES023441,CLI00033,Marrakech,2025-03-07,2025-04-18,3,2,879.55,3034.45,Royaume-Uni,32
RES024421,CLI01344,Essaouira,2025-03-07,2025-04-13,4,4,137.3,796.34,France,35
RES024401,CLI00275,Marrakech,2025-03-07,2025-03-22,4,2,598.14,2751.44,France,34
RES014189,CLI08245,Casablanca,2025-03-07,2025-03-09,2,2,158.92,365.52,Etats-Unis,50
RES002147,CLI03765,Tanger,2025-03-07,2025-04-05,4,3,185.51,964.65,Etats-Unis,18
RES015287,CLI03896,Marrakech,2025-03-07,2025-03-22,5,2,714.38,4107.68,France,25
RES018095,CLI07516,Casablanca,2025-03-07,2025-05-02,4,2,422.59,1943.91,Espagne,25
RES010183,CLI04308,Chefchaouen,2025-03-08,2025-05-07,6,3,472.11,3682.46,Maroc,41
RES000888,CLI04611,Marrakech,2025-03-08,2025-04-02,5,1,786.97,3934.85,Maroc,31
RES002445,CLI04186,Marrakech,2025-03-08,2025-05-05,5,2,602.88,3466.56,Belgique,22
RES020251,CLI03013,Marrakech,2025-03-08,2025-03-20,5,3,584.74,3800.81,Maroc,54
RES004988,CLI07480,Essaouira,2025-03-08,2025-05-22,4,4,173.71,1007.52,Maroc,42
RES023730,CLI01943,Agadir,2025-03-08,2025-05-31,4,3,262.49,1364.95,Etats-Unis,27
RES003465,CLI07926,Chefchaouen,2025-03-08,2025-05-26,3,3,464.66,1812.17,Royaume-Uni,33
RES008461,CLI02990,Fes,2025-03-08,2025-03-15,3,4,658.8,2865.78,Maroc,30
RES002488,CLI07049,Marrakech,2025-03-08,2025-03-12,4,1,731.57,2926.28,France,33
RES011833,CLI04886,Fes,2025-03-08,2025-03-14,3,2,523.92,1807.52,Maroc,34
RES024581,CLI08286,Tanger,2025-03-08,2025-03-11,5,2,145.01,833.81,Royaume-Uni,61
RES000690,CLI04035,Chefchaouen,2025-03-08,2025-03-16,2,3,141.66,368.32,Royaume-Uni,21
RES006245,CLI03531,Merzouga,2025-03-08,2025-03-25,3,2,911.36,3144.19,Maroc,41
RES022463,CLI00677,Marrakech,2025-03-08,2025-05-24,7,2,843.81,6792.67,Espagne,42
RES022843,CLI07131,Marrakech,2025-03-08,2025-03-16,5,2,508.87,2926.0,Allemagne,19
RES006997,CLI04565,Tanger,2025-03-08,2025-04-12,2,1,186.69,373.38,France,23
RES019925,CLI05969,Agadir,2025-03-08,2025-03-18,6,3,137.53,1072.73,Espagne,21
RES015853,CLI06731,Merzouga,2025-03-08,2025-07-10,2,5,225.46,721.47,France,36
RES020837,CLI05055,Marrakech,2025-03-08,2025-03-10,5,5,646.56,5172.48,Maroc,35
RES002653,CLI00038,Marrakech,2025-03-09,2025-04-07,3,3,600.93,2343.63,France,19
RES007082,CLI01416,Marrakech,2025-03-09,2025-04-24,4,2,742.67,3416.28,Royaume-Uni,29
RES024257,CLI05343,Fes,2025-03-09,2025-05-19,7,4,572.46,5810.47,Allemagne,33
RES021264,CLI04735,Casablanca,2025-03-09,2025-05-08,3,6,534.2,2804.55,Etats-Unis,44
RES000806,CLI01996,Marrakech,2025-03-09,2025-05-01,5,4,796.55,5774.99,Belgique,39
RES014580,CLI05016,Marrakech,2025-03-09,2025-03-31,3,3,633.3,2469.87,Royaume-Uni,55
RES024034,CLI07894,Marrakech,2025-03-09,2025-04-13,4,2,463.95,2134.17,Maroc,18
RES002979,CLI00783,Marrakech,2025-03-09,2025-03-18,3,2,648.42,2237.05,France,41
RES024659,CLI04361,Essaouira,2025-03-09,2025-03-22,3,2,148.48,512.26,Maroc,24
RES010992,CLI06282,Casablanca,2025-03-09,2025-04-04,5,4,169.09,1225.9,Etats-Unis,27
RES008884,CLI07224,Merzouga,2025-03-09,2025-03-17,3,1,901.43,2704.29,Maroc,42
RES015476,CLI02042,Marrakech,2025-03-09,2025-05-27,1,3,501.23,651.6,France,45
RES006057,CLI05262,Merzouga,2025-03-09,2025-03-15,4,1,662.55,2650.2,France,31
RES020219,CLI03712,Merzouga,2025-03-09,2025-04-04,2,5,575.05,1840.16,Maroc,46
RES018841,CLI04757,Marrakech,2025-03-09,2025-03-30,4,2,600.83,2763.82,Maroc,46
RES007139,CLI03066,Marrakech,2025-03-09,2025-03-26,6,2,630.12,4347.83,Allemagne,47
RES021490,CLI06931,Casablanca,2025-03-09,2025-03-24,5,2,150.26,863.99,Allemagne,43
RES020803,CLI05203,Agadir,2025-03-09,2025-07-03,6,1,485.51,2913.06,France,23
RES002503,CLI01641,Agadir,2025-03-09,2025-05-13,4,2,214.61,987.21,Belgique,30
RES005370,CLI07969,Merzouga,2025-03-10,2025-03-19,7,4,975.37,9900.01,France,34
RES003661,CLI05931,Essaouira,2025-03-10,2025-06-07,4,1,547.4,2189.6,France,63
RES017975,CLI01346,Merzouga,2025-03-10,2025-04-08,6,4,810.5,7051.35,Espagne,52
RES023220,CLI07041,Marrakech,2025-03-10,2025-04-29,6,3,792.79,6183.76,Allemagne,27
RES006010,CLI00582,Chefchaouen,2025-03-10,2025-03-26,7,5,161.85,1812.72,France,61
RES007431,CLI04924,Chefchaouen,2025-03-10,2025-04-23,5,2,348.29,2002.67,Maroc,18
RES017442,CLI01679,Marrakech,2025-03-10,2025-03-12,6,6,613.69,6443.75,Maroc,39
RES000961,CLI03748,Merzouga,2025-03-10,2025-03-14,4,5,788.32,5045.25,Belgique,52
RES022923,CLI03937,Chefchaouen,2025-03-10,2025-04-22,8,4,495.32,5745.71,Royaume-Uni,43
RES019162,CLI07447,Marrakech,2025-03-10,2025-03-13,7,2,775.19,6240.28,Allemagne,19
RES010248,CLI05239,Merzouga,2025-03-10,2025-04-04,1,2,872.02,1002.82,Etats-Unis,36
RES007301,CLI01966,Marrakech,2025-03-10,2025-03-26,6,3,543.59,4240.0,Maroc,45
RES000338,CLI06438,Merzouga,2025-03-10,2025-03-25,4,2,810.36,3727.66,Maroc,27
RES013079,CLI06259,Marrakech,2025-03-10,2025-03-20,5,2,633.46,3642.39,Etats-Unis,19
RES018474,CLI00661,Essaouira,2025-03-10,2025-03-18,6,2,160.95,1110.55,Maroc,37
RES002661,CLI01470,Chefchaouen,2025-03-10,2025-04-08,4,2,475.15,2185.69,Allemagne,54
RES006402,CLI01140,Chefchaouen,2025-03-10,2025-04-15,5,1,426.37,2131.85,Maroc,45
RES016306,CLI07065,Essaouira,2025-03-11,2025-06-22,9,1,476.47,4288.23,Etats-Unis,23
RES024288,CLI06379,Essaouira,2025-03-11,2025-05-06,5,4,187.05,1356.11,Royaume-Uni,43
RES001004,CLI01683,Marrakech,2025-03-11,2025-03-12,5,2,634.73,3649.7,France,23
RES005892,CLI04655,Marrakech,2025-03-11,2025-05-20,3,2,691.67,2386.26,France,43
RES014222,CLI08253,Agadir,2025-03-11,2025-04-26,3,2,192.7,664.81,Maroc,45
RES011753,CLI04307,Fes,2025-03-11,2025-03-23,6,5,402.57,3864.67,Espagne,30
RES007304,CLI06687,Marrakech,2025-03-11,2025-04-29,4,4,501.18,2906.84,Royaume-Uni,40
RES013899,CLI07063,Fes,2025-03-11,2025-04-15,1,3,476.42,619.35,Maroc,48
RES011389,CLI04591,Merzouga,2025-03-11,2025-03-18,6,1,716.61,4299.66,Etats-Unis,41
RES009071,CLI00244,Merzouga,2025-03-11,2025-03-13,3,4,830.56,3612.94,Maroc,37
RES024597,CLI00289,Agadir,2025-03-11,2025-03-22,5,4,200.19,1451.38,Royaume-Uni,24
RES000623,CLI01637,Casablanca,2025-03-11,2025-03-16,8,3,158.9,1652.56,Maroc,30
RES013491,CLI06436,Marrakech,2025-03-11,2025-04-10,5,3,667.96,4341.74,Etats-Unis,19
RES004327,CLI04927,Essaouira,2025-03-11,2025-03-27,9,6,178.84,2816.73,Maroc,29
RES001506,CLI05146,Chefchaouen,2025-03-11,2025-04-01,3,2,472.39,1629.75,Espagne,25
RES006669,CLI02390,Marrakech,2025-03-12,2025-04-06,5,3,895.09,5818.09,Belgique,35
RES022519,CLI01847,Fes,2025-03-12,2025-04-02,7,1,481.94,3373.58,France,55
RES004702,CLI05527,Marrakech,2025-03-12,2025-03-29,2,2,670.48,1542.1,France,29
RES014981,CLI03739,Casablanca,2025-03-12,2025-04-08,4,2,173.88,799.85,Etats-Unis,25
RES002406,CLI03394,Marrakech,2025-03-12,2025-05-05,5,4,862.12,6250.37,Allemagne,44
RES009416,CLI08040,Merzouga,2025-03-12,2025-04-28,4,2,576.52,2651.99,France,43
RES017742,CLI01757,Marrakech,2025-03-12,2025-04-19,5,1,787.76,3938.8,Maroc,37
RES014142,CLI05348,Fes,2025-03-12,2025-04-01,1,2,509.35,585.75,Royaume-Uni,67
RES023380,CLI04376,Marrakech,2025-03-12,2025-03-29,6,3,699.79,5458.36,France,52
RES001934,CLI07860,Marrakech,2025-03-12,2025-04-02,2,2,778.44,1790.41,Maroc,55
RES017555,CLI07365,Fes,2025-03-12,2025-07-15,4,4,182.02,1055.72,France,44
RES003716,CLI08198,Marrakech,2025-03-12,2025-04-24,5,2,812.63,4672.62,Royaume-Uni,25
RES015298,CLI02280,Agadir,2025-03-12,2025-04-14,6,6,205.08,2153.34,France,39
RES004740,CLI05882,Casablanca,2025-03-12,2025-06-05,5,2,607.51,3493.18,Maroc,42
RES018915,CLI00320,Marrakech,2025-03-12,2025-04-18,7,4,711.1,7217.66,Maroc,18
RES000398,CLI00909,Fes,2025-03-12,2025-03-26,4,2,731.13,3363.2,France,56
RES010238,CLI04437,Chefchaouen,2025-03-13,2025-03-15,8,1,183.79,1470.32,Royaume-Uni,56
RES019045,CLI01955,Tanger,2025-03-13,2025-03-31,5,1,146.77,733.85,Belgique,38
RES003237,CLI07020,Agadir,2025-03-13,2025-03-19,3,4,203.83,886.66,Allemagne,26
RES010446,CLI04295,Marrakech,2025-03-13,2025-04-28,5,1,905.96,4529.8,Royaume-Uni,38
RES013604,CLI00731,Marrakech,2025-03-13,2025-05-13,8,1,656.43,5251.44,Maroc,18
RES009894,CLI03068,Marrakech,2025-03-13,2025-03-31,2,6,623.21,2181.24,Espagne,50
RES004507,CLI02974,Fes,2025-03-13,2025-03-18,3,3,689.57,2689.32,France,64
RES004424,CLI04722,Fes,2025-03-13,2025-03-14,7,4,574.18,5827.93,Maroc,30
RES018381,CLI00599,Essaouira,2025-03-13,2025-06-25,6,5,563.25,5407.2,France,42
RES002472,CLI07553,Marrakech,2025-03-13,2025-03-16,8,1,456.17,3649.36,Maroc,43
RES003147,CLI01938,Marrakech,2025-03-13,2025-04-18,5,4,609.49,4418.8,Espagne,38
RES024242,CLI04158,Casablanca,2025-03-13,2025-04-15,8,4,173.72,2015.15,Maroc,44
RES024106,CLI07835,Marrakech,2025-03-13,2025-04-16,5,2,663.81,3816.91,France,38
RES013855,CLI01434,Fes,2025-03-13,2025-03-22,7,1,628.73,4401.11,Espagne,27
RES012385,CLI05274,Tanger,2025-03-13,2025-03-21,4,6,143.79,1006.53,France,27
RES013367,CLI06978,Agadir,2025-03-13,2025-03-15,4,3,177.97,925.44,Maroc,30
RES005159,CLI04195,Agadir,2025-03-13,2025-04-03,5,2,244.81,1407.66,Etats-Unis,28
RES015636,CLI04991,Tanger,2025-03-14,2025-03-18,4,4,179.31,1040.0,Maroc,62
RES011780,CLI04034,Casablanca,2025-03-14,2025-05-18,4,4,573.34,3325.37,France,54
RES019207,CLI02611,Agadir,2025-03-14,2025-06-24,3,2,582.53,2009.73,Belgique,27
RES023257,CLI08069,Agadir,2025-03-14,2025-04-01,10,2,249.01,2863.61,France,39
RES002164,CLI00279,Marrakech,2025-03-14,2025-05-18,5,3,627.34,4077.71,Espagne,51
RES009405,CLI00475,Fes,2025-03-14,2025-04-01,6,3,669.15,5219.37,Espagne,38
RES003349,CLI03287,Tanger,2025-03-14,2025-05-18,6,2,154.59,1066.67,Maroc,57
RES005442,CLI06188,Fes,2025-03-14,2025-04-18,3,2,687.14,2370.63,Autre,32
RES019062,CLI07688,Merzouga,2025-03-14,2025-04-09,7,3,926.72,8433.15,France,55
RES021646,CLI01853,Marrakech,2025-03-14,2025-05-01,2,5,785.93,2514.98,France,27
RES019539,CLI04686,Marrakech,2025-03-14,2025-03-19,6,2,581.16,4010.0,Maroc,40
RES014773,CLI07975,Tanger,2025-03-14,2025-03-15,2,4,186.77,541.63,Maroc,55
RES020183,CLI03750,Fes,2025-03-14,2025-04-07,3,2,759.92,2621.72,Royaume-Uni,30
RES000155,CLI00711,Essaouira,2025-03-14,2025-04-30,4,2,160.49,738.25,Belgique,49
RES022562,CLI00710,Chefchaouen,2025-03-14,2025-03-25,5,4,167.11,1211.55,France,33
RES009540,CLI06530,Chefchaouen,2025-03-14,2025-04-13,7,5,464.55,5202.96,Royaume-Uni,23
RES005112,CLI02784,Marrakech,2025-03-14,2025-04-11,7,2,688.15,5539.61,Belgique,40
RES015758,CLI00189,Casablanca,2025-03-14,2025-04-04,6,6,195.54,2053.17,Espagne,51
RES018498,CLI04947,Fes,2025-03-14,2025-03-22,5,5,611.36,4890.88,Maroc,40
RES010603,CLI08065,Marrakech,2025-03-14,2025-04-17,6,1,708.19,4249.14,Maroc,20
RES008378,CLI06976,Marrakech,2025-03-14,2025-03-25,6,2,734.83,5070.33,Maroc,18
RES001403,CLI06772,Marrakech,2025-03-15,2025-04-09,3,1,816.01,2448.03,Etats-Unis,33
RES020889,CLI07376,Marrakech,2025-03-15,2025-05-16,2,4,690.75,2003.17,Maroc,36
RES015512,CLI01342,Fes,2025-03-15,2025-03-16,4,2,566.66,2606.64,Royaume-Uni,50
RES001874,CLI00159,Marrakech,2025-03-15,2025-03-17,6,4,837.57,7286.86,Etats-Unis,18
RES023183,CLI03855,Casablanca,2025-03-15,2025-06-12,2,5,484.39,1550.05,Maroc,23
RES023030,CLI05956,Marrakech,2025-03-15,2025-03-26,4,3,802.45,4172.74,Royaume-Uni,19
RES024433,CLI08279,Agadir,2025-03-15,2025-04-11,9,2,186.34,1928.62,Espagne,50
RES004474,CLI05832,Marrakech,2025-03-15,2025-05-13,2,2,628.7,1446.01,Royaume-Uni,39
RES006388,CLI00012,Marrakech,2025-03-15,2025-03-16,4,4,551.22,3197.08,France,44
RES016289,CLI01617,Agadir,2025-03-15,2025-03-24,6,1,192.67,1156.02,Belgique,32
RES015520,CLI06196,Marrakech,2025-03-15,2025-05-12,4,2,753.02,3463.89,Maroc,34
RES000178,CLI06637,Fes,2025-03-15,2025-03-20,4,3,465.51,2420.65,Maroc,46
RES009418,CLI01311,Fes,2025-03-15,2025-04-07,2,5,552.45,1767.84,Maroc,55
RES020012,CLI06810,Agadir,2025-03-16,2025-04-02,6,2,182.7,1260.63,Royaume-Uni,42
RES024017,CLI00707,Marrakech,2025-03-16,2025-03-31,4,6,557.29,3901.03,Espagne,45
RES012807,CLI03190,Fes,2025-03-16,2025-06-02,2,2,214.89,494.25,Maroc,46
RES008829,CLI02705,Marrakech,2025-03-16,2025-03-26,5,2,639.36,3676.32,Maroc,59
RES024446,CLI02806,Fes,2025-03-16,2025-05-20,3,4,630.7,2743.55,Espagne,45
RES021547,CLI06915,Tanger,2025-03-16,2025-04-04,2,4,129.82,376.48,Maroc,36
RES021772,CLI00087,Casablanca,2025-03-16,2025-06-20,3,2,366.98,1266.08,Espagne,28
RES004232,CLI07541,Chefchaouen,2025-03-16,2025-04-10,4,4,495.16,2871.93,Maroc,32
RES022827,CLI01599,Chefchaouen,2025-03-16,2025-03-20,7,2,148.55,1195.83,France,47
RES014043,CLI00962,Marrakech,2025-03-16,2025-03-25,7,4,734.13,7451.42,Espagne,41
RES006838,CLI03054,Casablanca,2025-03-16,2025-04-25,4,4,173.09,1003.92,Etats-Unis,24
RES007150,CLI04074,Fes,2025-03-16,2025-03-22,2,4,541.12,1569.25,Espagne,45
RES023950,CLI07971,Fes,2025-03-16,2025-04-08,3,2,596.44,2057.72,Etats-Unis,28
RES002541,CLI05435,Fes,2025-03-16,2025-04-06,8,2,449.78,4137.98,France,18
RES010344,CLI05506,Marrakech,2025-03-16,2025-03-17,8,2,582.75,5361.3,France,49
RES011791,CLI04574,Fes,2025-03-16,2025-04-26,1,2,518.53,596.31,Espagne,46
RES009314,CLI00458,Marrakech,2025-03-16,2025-04-14,3,5,472.43,2267.66,France,28
RES011673,CLI08263,Fes,2025-03-16,2025-05-17,6,2,508.46,3508.37,Royaume-Uni,59
RES016726,CLI03872,Marrakech,2025-03-17,2025-04-07,6,2,825.75,5697.67,Royaume-Uni,44
RES000963,CLI01923,Fes,2025-03-17,2025-05-14,5,1,508.27,2541.35,France,48
RES009676,CLI06845,Marrakech,2025-03-17,2025-04-06,7,2,617.11,4967.74,France,48
RES009749,CLI05069,Fes,2025-03-17,2025-04-05,5,3,760.18,4941.17,Etats-Unis,21
RES009782,CLI03002,Marrakech,2025-03-17,2025-04-23,5,2,636.0,3657.0,Espagne,18
RES022420,CLI00658,Fes,2025-03-17,2025-04-12,5,2,483.2,2778.4,Allemagne,24
RES023859,CLI07445,Merzouga,2025-03-17,2025-03-28,4,3,952.32,4952.06,Maroc,32
RES012155,CLI08017,Fes,2025-03-17,2025-04-12,6,1,721.58,4329.48,France,28
RES009989,CLI00655,Marrakech,2025-03-17,2025-03-31,3,4,734.57,3195.38,Maroc,39
RES024955,CLI01169,Chefchaouen,2025-03-17,2025-04-05,5,3,497.44,3233.36,France,36
RES020761,CLI00268,Fes,2025-03-17,2025-03-19,2,2,623.33,1433.66,Maroc,29
RES021075,CLI05927,Marrakech,2025-03-17,2025-03-18,7,1,524.98,3674.86,Espagne,21
RES010785,CLI01482,Fes,2025-03-17,2025-03-26,4,2,548.4,2522.64,Belgique,18
RES005847,CLI05991,Casablanca,2025-03-17,2025-04-02,6,1,159.15,954.9,Maroc,33
RES009454,CLI01152,Marrakech,2025-03-17,2025-05-29,1,4,584.41,847.39,Maroc,39
RES008847,CLI03877,Casablanca,2025-03-17,2025-04-10,5,2,192.01,1104.06,Maroc,52
RES020934,CLI03077,Marrakech,2025-03-17,2025-04-11,4,2,573.43,2637.78,Allemagne,31
RES016338,CLI07230,Marrakech,2025-03-17,2025-04-01,5,2,568.58,3269.34,Espagne,59
RES009096,CLI02186,Casablanca,2025-03-18,2025-04-13,7,3,162.91,1482.48,Espagne,42
RES004711,CLI06754,Agadir,2025-03-18,2025-04-05,4,1,187.81,751.24,Etats-Unis,57
RES008190,CLI07579,Merzouga,2025-03-18,2025-03-28,6,6,829.02,8704.71,Maroc,26
RES015529,CLI05770,Fes,2025-03-18,2025-03-30,4,2,510.18,2346.83,Maroc,20
RES012510,CLI00018,Marrakech,2025-03-18,2025-04-02,6,2,701.49,4840.28,Maroc,59
RES002230,CLI08063,Tanger,2025-03-18,2025-05-06,4,1,159.42,637.68,Allemagne,44
RES024531,CLI07417,Tanger,2025-03-18,2025-03-30,3,3,193.85,756.01,Autre,49
RES002327,CLI08190,Marrakech,2025-03-18,2025-03-26,6,2,625.31,4314.64,Maroc,29
RES006138,CLI03860,Chefchaouen,2025-03-18,2025-04-19,8,3,479.73,4989.19,Belgique,46
RES002783,CLI00791,Fes,2025-03-18,2025-03-23,5,1,603.6,3018.0,Maroc,52
RES009249,CLI04503,Essaouira,2025-03-18,2025-07-13,7,2,514.3,4140.11,Maroc,26
RES022014,CLI06540,Marrakech,2025-03-18,2025-03-20,5,3,724.49,4709.18,Etats-Unis,48
RES020844,CLI08139,Casablanca,2025-03-19,2025-03-20,6,6,201.58,2116.59,Allemagne,48
RES007494,CLI06686,Merzouga,2025-03-19,2025-03-30,4,5,650.34,4162.18,France,31
RES008522,CLI06923,Marrakech,2025-03-19,2025-03-21,4,3,575.44,2992.29,Maroc,54
RES010792,CLI03248,Chefchaouen,2025-03-19,2025-04-15,1,5,475.04,760.06,Maroc,31
RES003758,CLI00783,Chefchaouen,2025-03-19,2025-04-21,4,1,424.49,1697.96,France,18
RES014487,CLI06270,Marrakech,2025-03-19,2025-04-27,8,2,623.77,5738.68,Etats-Unis,43
RES006044,CLI00256,Marrakech,2025-03-19,2025-03-20,2,2,773.72,1779.56,France,30
RES020299,CLI07372,Fes,2025-03-19,2025-03-22,3,1,505.67,1517.01,Royaume-Uni,50
RES016765,CLI01652,Fes,2025-03-19,2025-06-07,5,2,174.49,1003.32,Belgique,51
RES023779,CLI07429,Essaouira,2025-03-19,2025-04-11,6,2,161.79,1116.35,Espagne,63
RES022944,CLI06070,Fes,2025-03-19,2025-04-19,3,2,597.26,2060.55,France,32
RES004794,CLI01986,Marrakech,2025-03-19,2025-03-20,2,2,573.63,1319.35,Maroc,57
RES024455,CLI08249,Marrakech,2025-03-19,2025-04-04,5,2,484.17,2783.98,Maroc,33
RES022281,CLI01841,Chefchaouen,2025-03-19,2025-05-06,4,3,411.42,2139.38,Allemagne,45
RES018565,CLI08294,Marrakech,2025-03-19,2025-05-06,5,2,617.21,3548.96,Etats-Unis,39
RES006339,CLI02803,Fes,2025-03-20,2025-04-28,3,3,632.9,2468.31,France,35
RES023620,CLI04156,Fes,2025-03-20,2025-04-26,10,4,680.78,9871.31,Allemagne,46
RES024310,CLI00014,Tanger,2025-03-20,2025-03-26,6,2,175.42,1210.4,Maroc,18
RES022709,CLI05792,Casablanca,2025-03-20,2025-04-06,5,4,170.56,1236.56,Espagne,33
RES022442,CLI03073,Chefchaouen,2025-03-20,2025-04-11,5,4,515.41,3736.72,Etats-Unis,69
RES002379,CLI07592,Casablanca,2025-03-20,2025-05-13,2,3,554.47,1441.62,France,40
RES013153,CLI04123,Fes,2025-03-20,2025-05-15,1,2,628.15,722.37,Allemagne,42
RES023988,CLI05337,Essaouira,2025-03-20,2025-05-29,7,2,178.15,1434.11,Maroc,25
RES010935,CLI00545,Casablanca,2025-03-20,2025-06-13,3,1,604.75,1814.25,Maroc,34
RES011876,CLI03074,Marrakech,2025-03-20,2025-03-24,4,2,928.42,4270.73,France,30
RES005212,CLI05892,Agadir,2025-03-20,2025-03-29,1,2,223.93,257.52,Autre,35
RES012712,CLI06579,Marrakech,2025-03-20,2025-04-10,6,1,695.21,4171.26,Maroc,58
RES010553,CLI03545,Marrakech,2025-03-20,2025-03-30,7,2,616.23,4960.65,Maroc,43
RES010736,CLI02422,Marrakech,2025-03-20,2025-05-04,4,2,738.05,3395.03,Maroc,44
RES004152,CLI06867,Merzouga,2025-03-20,2025-03-27,3,5,699.77,3358.9,Maroc,37
RES023456,CLI00789,Fes,2025-03-20,2025-05-28,4,6,645.68,4519.76,Etats-Unis,32
RES000105,CLI02038,Marrakech,2025-03-21,2025-05-03,4,3,513.09,2668.07,Maroc,21
RES003190,CLI03565,Marrakech,2025-03-21,2025-05-03,6,3,746.8,5825.04,Maroc,39
RES023681,CLI02857,Casablanca,2025-03-21,2025-04-16,4,2,122.3,562.58,Maroc,18
RES007723,CLI05879,Marrakech,2025-03-21,2025-04-14,3,2,718.52,2478.89,Espagne,30
RES004304,CLI01622,Merzouga,2025-03-21,2025-04-17,4,2,642.17,2953.98,Maroc,31
RES002485,CLI07600,Marrakech,2025-03-21,2025-03-22,4,1,634.39,2537.56,Maroc,47
RES018073,CLI07571,Essaouira,2025-03-21,2025-04-17,4,2,203.89,937.89,Maroc,45
RES006698,CLI06758,Merzouga,2025-03-21,2025-04-03,2,6,678.77,2375.69,France,41
RES001077,CLI06998,Tanger,2025-03-21,2025-06-12,3,3,392.25,1529.78,France,50
RES004915,CLI05126,Casablanca,2025-03-21,2025-05-27,4,3,421.15,2189.98,Autre,42
RES004159,CLI02541,Marrakech,2025-03-21,2025-05-27,6,5,776.26,7452.1,France,34
RES021500,CLI00749,Fes,2025-03-21,2025-04-05,3,4,537.0,2335.95,Espagne,37
RES017772,CLI04716,Agadir,2025-03-21,2025-04-18,4,4,198.6,1151.88,Espagne,39
RES009559,CLI07363,Marrakech,2025-03-21,2025-05-04,2,2,419.42,964.67,Etats-Unis,53
RES012013,CLI06533,Marrakech,2025-03-21,2025-04-22,5,1,625.79,3128.95,Etats-Unis,34
RES001178,CLI01913,Marrakech,2025-03-21,2025-05-18,3,3,685.88,2674.93,Maroc,42
RES005249,CLI01082,Marrakech,2025-03-21,2025-03-23,3,2,538.29,1857.1,Royaume-Uni,19
RES001518,CLI01987,Fes,2025-03-21,2025-03-22,5,4,657.45,4766.51,France,35
RES012915,CLI03050,Agadir,2025-03-22,2025-06-02,7,3,585.45,5327.6,Allemagne,46
RES013509,CLI08133,Chefchaouen,2025-03-22,2025-04-12,4,4,480.64,2787.71,Etats-Unis,30
RES011129,CLI04613,Marrakech,2025-03-22,2025-03-27,2,6,880.25,3080.88,Etats-Unis,42
RES018723,CLI06935,Agadir,2025-03-22,2025-03-28,5,4,240.49,1743.55,Espagne,37
RES007426,CLI04471,Marrakech,2025-03-22,2025-03-28,2,2,695.52,1599.7,France,54
RES015729,CLI04777,Marrakech,2025-03-22,2025-05-20,2,2,701.29,1612.97,Belgique,39
RES002968,CLI03067,Casablanca,2025-03-22,2025-03-30,5,3,193.59,1258.34,Allemagne,47
RES000463,CLI01731,Marrakech,2025-03-22,2025-04-19,7,6,852.15,10438.84,Maroc,25
